0.02708 0.02302 0.11391 0.11764 0.19619 0.02099 0.20057 0.17905 0.10176 0.23519 0.23007 0.12175 0.16682 0.15092 0.01185 0.06047 0.06749 0.13363 0.0871 0.21586 0.04148 0.11856 0.09477 0.13323 0.01572 0.06347 0.2182 0.15637 0.17767 0.10865 0.20281 0.06901 0.20124 0.1846 0.09807 0.02428 0.22891 0.08904 0.19205 0.02664
0.10176 0.19619 0.17905 0.02302 0.11764 0.02099 0.02708 0.20057 0.11391 0.23519 0.01185 0.16682 0.15092 0.12175 0.0871 0.06749 0.21586 0.23007 0.06047 0.13363 0.20124 0.10865 0.22891 0.19205 0.15637 0.06347 0.11856 0.09477 0.13323 0.17767 0.1846 0.09807 0.2182 0.02664 0.02428 0.20281 0.04148 0.01572 0.06901 0.08904
0.19619 0.02099 0.17905 0.11764 0.02708 0.02302 0.11391 0.20057 0.23519 0.10176 0.12175 0.15092 0.06749 0.13363 0.16682 0.06047 0.0871 0.23007 0.01185 0.21586 0.11856 0.08904 0.10865 0.13323 0.09807 0.09477 0.06901 0.20281 0.19205 0.2182 0.20124 0.01572 0.22891 0.02428 0.1846 0.17767 0.02664 0.06347 0.04148 0.15637
0.19619 0.10176 0.23519 0.11764 0.17905 0.11391 0.02099 0.02708 0.20057 0.02302 0.06749 0.15092 0.12175 0.13363 0.0871 0.06047 0.01185 0.16682 0.23007 0.21586 0.22891 0.13323 0.11856 0.06347 0.02428 0.08904 0.20124 0.09807 0.15637 0.01572 0.19205 0.06901 0.1846 0.09477 0.02664 0.2182 0.04148 0.17767 0.10865 0.20281
0.11391 0.20057 0.02708 0.10176 0.19619 0.11764 0.17905 0.02302 0.23519 0.02099 0.23007 0.06047 0.15092 0.01185 0.13363 0.0871 0.06749 0.21586 0.12175 0.16682 0.17767 0.09477 0.02428 0.10865 0.1846 0.13323 0.2182 0.20281 0.01572 0.06347 0.09807 0.08904 0.06901 0.02664 0.19205 0.15637 0.22891 0.04148 0.11856 0.20124
0.46363 0.47586 0.51346 0.43191 0.44147 0.57241 0.58664 0.55706 0.50707 0.46794 0.51218 0.58714 0.44529 0.41749 0.43455 0.46736 0.56346 0.52969 0.48567 0.591 0.51488 0.59543 0.55971 0.44498 0.56054 0.4151 0.57704 0.5969 0.50308 0.5793 0.55651 0.40775 0.41802 0.43972 0.46264 0.491 0.55853 0.58816 0.58555 0.51212
0.43191 0.50707 0.55706 0.51346 0.46363 0.47586 0.46794 0.44147 0.58664 0.57241 0.46736 0.48567 0.58714 0.44529 0.591 0.41749 0.52969 0.43455 0.56346 0.51218 0.41802 0.56054 0.55651 0.40775 0.44498 0.55971 0.58555 0.51488 0.57704 0.46264 0.5793 0.50308 0.43972 0.51212 0.5969 0.59543 0.55853 0.491 0.4151 0.58816
0.46363 0.43191 0.47586 0.51346 0.57241 0.55706 0.58664 0.46794 0.50707 0.44147 0.43455 0.44529 0.51218 0.591 0.58714 0.46736 0.48567 0.52969 0.56346 0.41749 0.51488 0.491 0.5793 0.57704 0.46264 0.55853 0.56054 0.40775 0.55971 0.4151 0.5969 0.51212 0.43972 0.55651 0.58816 0.44498 0.58555 0.50308 0.59543 0.41802
0.46794 0.44147 0.51346 0.50707 0.46363 0.57241 0.47586 0.58664 0.55706 0.43191 0.58714 0.52969 0.591 0.43455 0.44529 0.41749 0.56346 0.48567 0.51218 0.46736 0.56054 0.41802 0.51212 0.44498 0.40775 0.46264 0.58555 0.5793 0.59543 0.50308 0.4151 0.43972 0.55853 0.57704 0.5969 0.51488 0.55651 0.58816 0.55971 0.491
0.43191 0.46794 0.44147 0.51346 0.47586 0.50707 0.55706 0.57241 0.58664 0.46363 0.58714 0.44529 0.52969 0.591 0.56346 0.48567 0.41749 0.43455 0.51218 0.46736 0.41802 0.58816 0.5969 0.46264 0.4151 0.50308 0.55971 0.55651 0.51488 0.5793 0.43972 0.40775 0.57704 0.55853 0.56054 0.44498 0.491 0.58555 0.51212 0.59543
